ENSG00000146469
ENSG00000204287
ENSG00000165476
ENSG00000188735
ENSG00000248923
ENSG00000109743
ENSG00000173281
ENSG00000197406
ENSG00000123358
ENSG00000219481
ENSG00000242110
ENSG00000241224
ENSG00000003137
ENSG00000007216
ENSG00000010319
ENSG00000011260
ENSG00000012223
ENSG00000020426
ENSG00000026559
ENSG00000042493
ENSG00000049323
ENSG00000054277
ENSG00000055118
ENSG00000061656
ENSG00000064545
ENSG00000065320
ENSG00000065328
ENSG00000065485
ENSG00000065534
ENSG00000065911
ENSG00000067191
ENSG00000072195
ENSG00000072274
ENSG00000073111
ENSG00000073536
ENSG00000074966
ENSG00000080573
ENSG00000080608
ENSG00000085840
ENSG00000087258
ENSG00000087269
ENSG00000089199
ENSG00000090447
ENSG00000090530
ENSG00000090861
ENSG00000095637
ENSG00000099284
ENSG00000099994
ENSG00000100162
ENSG00000100479
ENSG00000100578
ENSG00000100604
ENSG00000100823
ENSG00000101003
ENSG00000101447
ENSG00000101577
ENSG00000101680
ENSG00000103811
ENSG00000103876
ENSG00000104147
ENSG00000104432
ENSG00000104884
ENSG00000106236
ENSG00000107833
ENSG00000108384
ENSG00000108479
ENSG00000109472
ENSG00000110887
ENSG00000111012
ENSG00000111254
ENSG00000111344
ENSG00000111701
ENSG00000111799
ENSG00000112578
ENSG00000113048
ENSG00000113460
ENSG00000114541
ENSG00000114767
ENSG00000115902
ENSG00000115946
ENSG00000116062
ENSG00000116455
ENSG00000116649
ENSG00000117322
ENSG00000117592
ENSG00000117632
ENSG00000117877
ENSG00000117983
ENSG00000118094
ENSG00000118523
ENSG00000118997
ENSG00000119938
ENSG00000120738
ENSG00000121454
ENSG00000122694
ENSG00000122952
ENSG00000123095
ENSG00000123096
ENSG00000123131
ENSG00000123352
ENSG00000123643
ENSG00000123689
ENSG00000123700
ENSG00000124469
ENSG00000125257
ENSG00000125459
ENSG00000125630
ENSG00000125841
ENSG00000126953
ENSG00000127022
ENSG00000127564
ENSG00000128791
ENSG00000130203
ENSG00000130299
ENSG00000130826
ENSG00000131016
ENSG00000131187
ENSG00000131620
ENSG00000132182
ENSG00000132297
ENSG00000132744
ENSG00000133019
ENSG00000134146
ENSG00000134245
ENSG00000134569
ENSG00000134758
ENSG00000134769
ENSG00000135185
ENSG00000135372
ENSG00000135473
ENSG00000135521
ENSG00000136305
ENSG00000136891
ENSG00000136982
ENSG00000137414
ENSG00000137710
ENSG00000137821
ENSG00000137843
ENSG00000138119
ENSG00000139160
ENSG00000139266
ENSG00000139514
ENSG00000139675
ENSG00000140534
ENSG00000141556
ENSG00000141576
ENSG00000142627
ENSG00000143476
ENSG00000143799
ENSG00000143839
ENSG00000143942
ENSG00000144290
ENSG00000145088
ENSG00000145911
ENSG00000146122
ENSG00000146859
ENSG00000147676
ENSG00000150456
ENSG00000151117
ENSG00000151131
ENSG00000151468
ENSG00000151725
ENSG00000151834
ENSG00000152078
ENSG00000153406
ENSG00000155542
ENSG00000156469
ENSG00000157593
ENSG00000158714
ENSG00000159128
ENSG00000160172
ENSG00000160191
ENSG00000160408
ENSG00000160818
ENSG00000161249
ENSG00000161653
ENSG00000162063
ENSG00000162391
ENSG00000162897
ENSG00000163406
ENSG00000163918
ENSG00000164136
ENSG00000164236
ENSG00000164406
ENSG00000164638
ENSG00000164674
ENSG00000164889
ENSG00000164949
ENSG00000164972
ENSG00000165029
ENSG00000165271
ENSG00000165312
ENSG00000165507
ENSG00000165732
ENSG00000165795
ENSG00000165801
ENSG00000166197
ENSG00000166394
ENSG00000166508
ENSG00000166780
ENSG00000166979
ENSG00000167900
ENSG00000167964
ENSG00000168032
ENSG00000168077
ENSG00000168209
ENSG00000168268
ENSG00000168398
ENSG00000169016
ENSG00000169271
ENSG00000169629
ENSG00000169860
ENSG00000170345
ENSG00000170382
ENSG00000170684
ENSG00000170703
ENSG00000171243
ENSG00000171431
ENSG00000172236
ENSG00000172731
ENSG00000172992
ENSG00000173145
ENSG00000174206
ENSG00000174442
ENSG00000174669
ENSG00000174915
ENSG00000175592
ENSG00000176749
ENSG00000176928
ENSG00000177674
ENSG00000178075
ENSG00000178573
ENSG00000179041
ENSG00000179862
ENSG00000180785
ENSG00000180884
ENSG00000181026
ENSG00000182199
ENSG00000182636
ENSG00000183160
ENSG00000183506
ENSG00000183682
ENSG00000184292
ENSG00000184613
ENSG00000185112
ENSG00000185567
ENSG00000185774
ENSG00000187808
ENSG00000187824
ENSG00000187908
ENSG00000188807
ENSG00000189058
ENSG00000189337
ENSG00000196136
ENSG00000196155
ENSG00000196189
ENSG00000197253
ENSG00000197279
ENSG00000197355
ENSG00000197905
ENSG00000198901
ENSG00000204209
ENSG00000204388
ENSG00000204525
ENSG00000204564
ENSG00000204592
ENSG00000205208
ENSG00000213988
ENSG00000214182
ENSG00000225630
ENSG00000226015
ENSG00000232434
ENSG00000236699
ENSG00000237649
ENSG00000237840
ENSG00000241635
ENSG00000248592
ENSG00000248771
ENSG00000248919
ENSG00000256269
ENSG00000263956
ENSG00000271447
ENSG00000275835
ENSG00000277161
ENSG00000278558
ENSG00000284753
ENSG00000288702
ENSG00000154252
ENSG00000058085
ENSG00000076351
ENSG00000090402
ENSG00000090565
ENSG00000100297
ENSG00000103257
ENSG00000105486
ENSG00000105767
ENSG00000106344
ENSG00000110900
ENSG00000111716
ENSG00000112118
ENSG00000112379
ENSG00000113273
ENSG00000113889
ENSG00000116670
ENSG00000125046
ENSG00000130234
ENSG00000130816
ENSG00000135446
ENSG00000143921
ENSG00000146409
ENSG00000149781
ENSG00000151014
ENSG00000154330
ENSG00000157734
ENSG00000164649
ENSG00000166833
ENSG00000167600
ENSG00000168350
ENSG00000168496
ENSG00000168748
ENSG00000169752
ENSG00000171320
ENSG00000172482
ENSG00000174371
ENSG00000176125
ENSG00000176890
ENSG00000180089
ENSG00000181617
ENSG00000181847
ENSG00000184227
ENSG00000186185
ENSG00000187627
ENSG00000189120
ENSG00000197093
ENSG00000204642
ENSG00000221968
ENSG00000239264
ENSG00000240065
ENSG00000254206
ENSG00000261556
ENSG00000277149
ENSG00000288705
ENSG00000166851
ENSG00000160856
ENSG00000117280
ENSG00000182481
ENSG00000093009
ENSG00000100739
ENSG00000101412
ENSG00000106628
ENSG00000110104
ENSG00000127528
ENSG00000175063
ENSG00000119285
ENSG00000126249
ENSG00000132763
ENSG00000000460
ENSG00000007944
ENSG00000088826
ENSG00000099810
ENSG00000100350
ENSG00000103365
ENSG00000110844
ENSG00000111206
ENSG00000111696
ENSG00000114268
ENSG00000115718
ENSG00000118420
ENSG00000119121
ENSG00000119242
ENSG00000119943
ENSG00000120158
ENSG00000120800
ENSG00000122862
ENSG00000125485
ENSG00000128050
ENSG00000129667
ENSG00000134802
ENSG00000135245
ENSG00000135622
ENSG00000135763
ENSG00000137168
ENSG00000138160
ENSG00000138308
ENSG00000138449
ENSG00000143126
ENSG00000143156
ENSG00000143443
ENSG00000144655
ENSG00000145391
ENSG00000149591
ENSG00000156398
ENSG00000161888
ENSG00000162949
ENSG00000163017
ENSG00000163751
ENSG00000164109
ENSG00000166165
ENSG00000166743
ENSG00000168903
ENSG00000170779
ENSG00000171227
ENSG00000171385
ENSG00000174358
ENSG00000175356
ENSG00000175538
ENSG00000176907
ENSG00000177098
ENSG00000177181
ENSG00000178999
ENSG00000187231
ENSG00000196305
ENSG00000196754
ENSG00000196923
ENSG00000197128
ENSG00000197283
ENSG00000234231
ENSG00000256229
ENSG00000276043
ENSG00000280165
ENSG00000171793
ENSG00000134070
ENSG00000198521
ENSG00000076003
ENSG00000092470
ENSG00000106034
ENSG00000107798
ENSG00000121152
ENSG00000123080
ENSG00000127951
ENSG00000160179
ENSG00000185267
ENSG00000162398
ENSG00000136883
ENSG00000149596
ENSG00000151503
ENSG00000172403
ENSG00000174989
ENSG00000175274
ENSG00000183287
ENSG00000205978
ENSG00000065833
ENSG00000145365
ENSG00000101546
ENSG00000156787
ENSG00000143995
ENSG00000163993
ENSG00000005189
ENSG00000011426
ENSG00000085662
ENSG00000100714
ENSG00000107796
ENSG00000107815
ENSG00000116922
ENSG00000121210
ENSG00000136869
ENSG00000136997
ENSG00000143001
ENSG00000147912
ENSG00000179409
ENSG00000184923
ENSG00000196990
ENSG00000101255
ENSG00000198467
ENSG00000213809
ENSG00000251247
ENSG00000134028
ENSG00000134824
ENSG00000141076
ENSG00000168234
ENSG00000052749
ENSG00000064655
ENSG00000071794
ENSG00000093072
ENSG00000100433
ENSG00000104783
ENSG00000126602
ENSG00000128165
ENSG00000133027
ENSG00000133216
ENSG00000138356
ENSG00000140280
ENSG00000140525
ENSG00000146263
ENSG00000146670
ENSG00000149150
ENSG00000156284
ENSG00000169439
ENSG00000170667
ENSG00000172348
ENSG00000175084
ENSG00000175567
ENSG00000183010
ENSG00000187288
ENSG00000188610
ENSG00000205413
ENSG00000243709
ENSG00000259823
ENSG00000183763
ENSG00000184661
ENSG00000004776
ENSG00000004799
ENSG00000073849
ENSG00000075218
ENSG00000132854
ENSG00000137393
ENSG00000154553
ENSG00000154146
ENSG00000120875
ENSG00000180875
ENSG00000135069
ENSG00000162139
ENSG00000139926
ENSG00000185022
ENSG00000186038
ENSG00000127946
ENSG00000126787
ENSG00000159899
ENSG00000170312
ENSG00000178764
ENSG00000196616
ENSG00000049249
ENSG00000066056
ENSG00000067177
ENSG00000069011
ENSG00000072952
ENSG00000089091
ENSG00000091972
ENSG00000109255
ENSG00000111052
ENSG00000113070
ENSG00000113368
ENSG00000115825
ENSG00000129195
ENSG00000131153
ENSG00000137135
ENSG00000137804
ENSG00000142512
ENSG00000143297
ENSG00000147027
ENSG00000153294
ENSG00000155066
ENSG00000160766
ENSG00000164104
ENSG00000169607
ENSG00000175344
ENSG00000175643
ENSG00000177602
ENSG00000184709
ENSG00000187741
ENSG00000189037
ENSG00000205572
ENSG00000270617
ENSG00000272150
ENSG00000116299
ENSG00000129167
ENSG00000173917
ENSG00000117281
ENSG00000158402
ENSG00000162594
ENSG00000166501
ENSG00000170476
ENSG00000204394
ENSG00000038427
ENSG00000049883
ENSG00000088325
ENSG00000101057
ENSG00000103512
ENSG00000110063
ENSG00000114013
ENSG00000116285
ENSG00000128591
ENSG00000130176
ENSG00000134198
ENSG00000142945
ENSG00000155254
ENSG00000160298
ENSG00000174099
ENSG00000181938
ENSG00000185291
ENSG00000198826
ENSG00000221955
ENSG00000273802
ENSG00000275832
ENSG00000165449
ENSG00000167513
ENSG00000124787
ENSG00000171724
ENSG00000048471
ENSG00000100365
ENSG00000176046
ENSG00000205209
ENSG00000258947
ENSG00000115956
ENSG00000156127
ENSG00000163053
ENSG00000028277
ENSG00000100505
ENSG00000102302
ENSG00000112984
ENSG00000147655
ENSG00000154359
ENSG00000169679
ENSG00000179348
ENSG00000182327
ENSG00000205531
ENSG00000112303
ENSG00000124299
ENSG00000163431
ENSG00000203697
ENSG00000166435
ENSG00000146477
