ENSG00000146469
ENSG00000100473
ENSG00000101335
ENSG00000196411
ENSG00000012048
ENSG00000072840
ENSG00000076382
ENSG00000101938
ENSG00000115687
ENSG00000123892
ENSG00000133636
ENSG00000135424
ENSG00000136235
ENSG00000138435
ENSG00000146233
ENSG00000151090
ENSG00000163879
ENSG00000169851
ENSG00000170955
ENSG00000172689
ENSG00000174827
ENSG00000176641
ENSG00000185924
ENSG00000126947
ENSG00000131482
ENSG00000100767
ENSG00000015285
ENSG00000131747
ENSG00000174807
ENSG00000196427
ENSG00000110777
ENSG00000122966
ENSG00000142207
ENSG00000105369
ENSG00000106819
ENSG00000204428
ENSG00000120885
ENSG00000155629
ENSG00000181634
ENSG00000182175
ENSG00000198948
ENSG00000241119
ENSG00000102096
ENSG00000146094
ENSG00000160999
ENSG00000080986
ENSG00000104835
ENSG00000117586
ENSG00000141837
ENSG00000149554
ENSG00000154016
ENSG00000174928
ENSG00000266028
ENSG00000066629
ENSG00000141968
ENSG00000197647
ENSG00000101868
ENSG00000048052
ENSG00000135702
ENSG00000198959
ENSG00000196196
ENSG00000089685
ENSG00000188372
ENSG00000189057
ENSG00000110328
ENSG00000121211
ENSG00000164398
ENSG00000130475
ENSG00000175489
ENSG00000100526
ENSG00000144218
ENSG00000196169
ENSG00000070371
ENSG00000006118
ENSG00000066923
ENSG00000105072
ENSG00000108405
ENSG00000112742
ENSG00000158106
ENSG00000162706
ENSG00000166963
ENSG00000167757
ENSG00000175920
ENSG00000176788
ENSG00000186891
ENSG00000228672
ENSG00000232871
ENSG00000180626
ENSG00000004468
ENSG00000130208
ENSG00000162511
ENSG00000169744
ENSG00000171241
ENSG00000177201
ENSG00000183690
ENSG00000186871
ENSG00000188910
ENSG00000075131
ENSG00000145936
ENSG00000038945
ENSG00000152804
ENSG00000110876
ENSG00000138207
ENSG00000129173
ENSG00000137807
ENSG00000152689
ENSG00000178053
ENSG00000186193
ENSG00000289604
ENSG00000139219
ENSG00000122786
ENSG00000213676
ENSG00000161544
ENSG00000011105
ENSG00000100629
ENSG00000101194
ENSG00000102384
ENSG00000148773
ENSG00000155974
ENSG00000164794
ENSG00000184083
ENSG00000198099
ENSG00000221923
ENSG00000249855
ENSG00000139880
ENSG00000165178
ENSG00000213123
ENSG00000171860
ENSG00000172062
ENSG00000005059
ENSG00000022267
ENSG00000115919
ENSG00000128242
ENSG00000134057
ENSG00000134853
ENSG00000156970
ENSG00000174469
ENSG00000184515
ENSG00000196557
ENSG00000270231
ENSG00000112280
ENSG00000183853
ENSG00000160991
ENSG00000165480
ENSG00000178921
ENSG00000181104
ENSG00000198185
ENSG00000135976
ENSG00000149485
ENSG00000126368
ENSG00000066735
ENSG00000117407
ENSG00000183918
ENSG00000196924
ENSG00000133392
ENSG00000102032
ENSG00000117215
ENSG00000139193
ENSG00000198502
ENSG00000083814
ENSG00000107317
ENSG00000142102
ENSG00000162552
ENSG00000237296
ENSG00000160255
ENSG00000163219
ENSG00000172146
ENSG00000182938
ENSG00000274602
ENSG00000140931
ENSG00000134222
ENSG00000072571
ENSG00000092621
ENSG00000104894
ENSG00000119969
ENSG00000134531
ENSG00000140279
ENSG00000147536
ENSG00000154760
ENSG00000157168
ENSG00000166922
ENSG00000170892
ENSG00000173404
ENSG00000178531
ENSG00000182487
ENSG00000197943
ENSG00000206077
ENSG00000213967
ENSG00000234585
ENSG00000181541
ENSG00000106809
ENSG00000188404
ENSG00000170837
ENSG00000180353
ENSG00000026751
ENSG00000019549
ENSG00000069702
ENSG00000070748
ENSG00000077942
ENSG00000100368
ENSG00000163507
ENSG00000163815
ENSG00000198554
ENSG00000132967
ENSG00000179914
ENSG00000162614
ENSG00000177076
ENSG00000267221
ENSG00000010310
ENSG00000105851
ENSG00000112137
ENSG00000124102
ENSG00000125319
ENSG00000131711
ENSG00000140678
ENSG00000160181
ENSG00000177119
ENSG00000177469
ENSG00000019582
ENSG00000058091
ENSG00000070190
ENSG00000105426
ENSG00000041982
ENSG00000050628
ENSG00000066279
ENSG00000103494
ENSG00000103740
ENSG00000117399
ENSG00000117643
ENSG00000121933
ENSG00000124939
ENSG00000125966
ENSG00000152104
ENSG00000170745
ENSG00000171848
ENSG00000185811
ENSG00000186329
ENSG00000079308
ENSG00000120254
ENSG00000122122
ENSG00000137265
ENSG00000143119
ENSG00000148541
ENSG00000166278
ENSG00000169855
ENSG00000169962
ENSG00000170801
ENSG00000174944
ENSG00000185480
ENSG00000197696
ENSG00000206190
ENSG00000227051
ENSG00000171488
ENSG00000274070
ENSG00000170099
ENSG00000104921
ENSG00000109846
ENSG00000160111
ENSG00000148204
ENSG00000155849
ENSG00000186462
ENSG00000197978
ENSG00000276234
ENSG00000134516
ENSG00000056998
ENSG00000168679
ENSG00000168421
ENSG00000104951
ENSG00000121895
ENSG00000143228
ENSG00000227507
ENSG00000167695
ENSG00000253958
ENSG00000286140
ENSG00000243207
ENSG00000259479
ENSG00000011638
ENSG00000105270
ENSG00000174483
ENSG00000159618
ENSG00000168079
ENSG00000023171
ENSG00000173369
ENSG00000116521
ENSG00000197706
ENSG00000101144
ENSG00000011083
ENSG00000111348
ENSG00000182492
ENSG00000021488
ENSG00000123338
ENSG00000228409
ENSG00000011465
ENSG00000056558
ENSG00000075884
ENSG00000091986
ENSG00000105559
ENSG00000137101
ENSG00000146070
ENSG00000173114
ENSG00000184602
ENSG00000197380
ENSG00000203859
ENSG00000213648
ENSG00000101265
ENSG00000005471
ENSG00000100721
ENSG00000155465
ENSG00000163618
ENSG00000165171
ENSG00000206075
ENSG00000135144
ENSG00000138347
ENSG00000168661
ENSG00000130775
ENSG00000184545
ENSG00000186523
ENSG00000113249
ENSG00000118785
ENSG00000168078
ENSG00000174004
ENSG00000185507
ENSG00000139278
ENSG00000154096
ENSG00000148288
ENSG00000157303
ENSG00000089847
ENSG00000100985
ENSG00000130035
ENSG00000136490
ENSG00000183458
ENSG00000077044
ENSG00000118193
ENSG00000136842
ENSG00000107719
ENSG00000124212
ENSG00000085741
ENSG00000068831
ENSG00000212916
ENSG00000176533
ENSG00000187474
ENSG00000102760
ENSG00000103522
ENSG00000106031
ENSG00000125388
ENSG00000133985
ENSG00000134545
ENSG00000162062
ENSG00000166292
ENSG00000169442
ENSG00000172260
ENSG00000177455
ENSG00000186998
ENSG00000105246
ENSG00000114115
ENSG00000165757
ENSG00000069493
ENSG00000023902
ENSG00000270276
ENSG00000197457
ENSG00000173068
ENSG00000159197
ENSG00000166828
ENSG00000010610
ENSG00000164484
ENSG00000128340
ENSG00000158186
ENSG00000168405
ENSG00000143110
ENSG00000075275
ENSG00000054967
ENSG00000069122
ENSG00000127423
ENSG00000152669
ENSG00000164867
ENSG00000244474
ENSG00000100077
ENSG00000136732
ENSG00000154175
ENSG00000160683
ENSG00000270757
ENSG00000132465
ENSG00000188822
ENSG00000168970
ENSG00000120156
ENSG00000198771
ENSG00000174600
ENSG00000129675
ENSG00000107130
