"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Symbols"
"ENSG00000136243 - NUP42",98.6499633610889,0.0262810328405146,0.189855743295994,0.138426325083784,0.889903492881065,0.997820017732497," NUP42"
"ENSG00000121774 - KHDRBS1",2099.20156907052,0.0262746165231384,0.0800376935125661,0.32827803213761,0.742701452472875,0.987334867650264," KHDRBS1"
"ENSG00000264364 - DYNLL2",2481.96999927402,0.0262220977486406,0.085577475177068,0.306413547424537,0.759289794766675,0.990479229211473," DYNLL2"
"ENSG00000120055 - C10orf95",30.6305322486573,0.026211759370983,0.313060602515195,0.0837274290038165,0.933273148519446,0.997820017732497," C10orf95"
"ENSG00000136933 - RABEPK",217.67519764249,0.0261830394667834,0.1782672366548,0.146875219238882,0.883230511953649,0.997820017732497," RABEPK"
"ENSG00000172366 - MCRIP2",1939.33333878052,0.0261638635538648,0.163053105716609,0.160462221427038,0.872516978901379,0.997820017732497," MCRIP2"
"ENSG00000144043 - TEX261",1009.16711993513,0.0261105571928116,0.104911221155845,0.248882406525652,0.803451744732185,0.997820017732497," TEX261"
"ENSG00000043039 - BARX2",571.718631611324,0.0260839046620099,0.299977053192361,0.0869529998525705,0.930708871223771,0.997820017732497," BARX2"
"ENSG00000242802 - AP5Z1",447.51989403473,0.0260797855347819,0.118325410956631,0.220407310010025,0.82555395282667,0.997820017732497," AP5Z1"
"ENSG00000136715 - SAP130",466.733686965597,0.0260416503941293,0.102588759087536,0.253845066708612,0.799615255269034,0.997820017732497," SAP130"
"ENSG00000126003 - PLAGL2",593.10086234311,0.0259247390717889,0.210508080053874,0.123153178087769,0.901985801712339,0.997820017732497," PLAGL2"
"ENSG00000115257 - PCSK4",14.3481638688036,0.0258578222285921,0.313674419283612,0.082435227863489,0.934300623584293,0.997820017732497," PCSK4"
"ENSG00000147119 - CHST7",35.7350893408536,0.0258480794589929,0.261552042607292,0.0988257602629493,0.921276614877138,0.997820017732497," CHST7"
"ENSG00000169258 - GPRIN1",35.9945423001536,0.0257211674019169,0.191520326131442,0.134299935267781,0.89316540442786,0.997820017732497," GPRIN1"
